CustomerKey,CustomerType,AcquisitionDate
C-1768,Individual,18-04-2023
C-1769,Business,19-04-2023
C-1770,Individual,19-04-2023
C-1771,Individual,19-04-2023
C-1772,Business,20-04-2023
C-1773,Individual,20-04-2023
C-1774,Individual,20-04-2023
C-1775,Individual,20-04-2023
C-1776,Business,21-04-2023
C-1777,Individual,21-04-2023
C-1778,Individual,21-04-2023
C-1779,Business,21-04-2023
C-1780,Individual,22-04-2023
C-1781,Business,22-04-2023
C-1782,Individual,22-04-2023
C-1783,Individual,22-04-2023
C-1784,Business,23-04-2023
C-1785,Individual,23-04-2023
C-1786,Individual,23-04-2023
C-1787,Business,24-04-2023
C-1788,Individual,24-04-2023
C-1789,Business,24-04-2023
C-1790,Individual,24-04-2023
C-1791,Individual,25-04-2023
C-1792,Individual,25-04-2023
C-1793,Individual,25-04-2023
C-1794,Individual,25-04-2023
C-1795,Individual,26-04-2023
C-1796,Individual,26-04-2023
C-1797,Business,26-04-2023
C-1798,Individual,26-04-2023
C-1799,Individual,27-04-2023
C-1800,Individual,27-04-2023
C-1801,Individual,27-04-2023
C-1802,Individual,28-04-2023
C-1803,Individual,28-04-2023
C-1804,Individual,28-04-2023
C-1805,Individual,28-04-2023
C-1806,Business,29-04-2023
C-1807,Individual,29-04-2023
C-1808,Individual,29-04-2023
C-1809,Individual,29-04-2023
C-1810,Business,30-04-2023
C-1811,Individual,30-04-2023
C-1812,Individual,30-04-2023
C-1813,Individual,30-04-2023
C-1814,Individual,01-05-2023
C-1815,Individual,01-05-2023
C-1816,Business,01-05-2023
C-1817,Individual,02-05-2023
C-1818,Individual,02-05-2023
C-1819,Individual,02-05-2023
C-1820,Individual,02-05-2023
C-1821,Individual,03-05-2023
C-1822,Individual,03-05-2023
C-1823,Individual,03-05-2023
C-1824,Individual,03-05-2023
C-1825,Individual,04-05-2023
C-1826,Individual,04-05-2023
C-1827,Individual,04-05-2023
C-1828,Individual,05-05-2023
C-1829,Individual,05-05-2023
C-1830,Individual,05-05-2023
C-1831,Business,05-05-2023
C-1832,Individual,06-05-2023
C-1833,Individual,06-05-2023
C-1834,Individual,06-05-2023
C-1835,Individual,06-05-2023
C-1836,Business,07-05-2023
C-1837,Individual,07-05-2023
C-1838,Business,07-05-2023
C-1839,Individual,07-05-2023
C-1840,Business,08-05-2023
C-1841,Individual,08-05-2023
C-1842,Individual,08-05-2023
C-1843,Individual,09-05-2023
C-1844,Business,09-05-2023
C-1845,Individual,09-05-2023
C-1846,Individual,09-05-2023
C-1847,Individual,10-05-2023
C-1848,Individual,10-05-2023
C-1849,Individual,10-05-2023
C-1850,Individual,10-05-2023
C-1851,Individual,11-05-2023
C-1852,Individual,11-05-2023
C-1853,Individual,11-05-2023
C-1854,Individual,11-05-2023
C-1855,Individual,12-05-2023
C-1856,Business,12-05-2023
C-1857,Individual,12-05-2023
C-1858,Individual,13-05-2023
C-1859,Individual,13-05-2023
C-1860,Individual,13-05-2023
C-1861,Individual,13-05-2023
C-1862,Individual,14-05-2023
C-1863,Individual,14-05-2023
C-1864,Individual,14-05-2023
C-1865,Individual,14-05-2023
C-1866,Individual,15-05-2023
C-1867,Individual,15-05-2023
C-1868,Individual,15-05-2023
C-1869,Individual,15-05-2023
C-1870,Individual,16-05-2023
C-1871,Individual,16-05-2023
C-1872,Individual,16-05-2023
C-1873,Individual,17-05-2023
C-1874,Individual,17-05-2023
C-1875,Individual,17-05-2023
C-1876,Individual,17-05-2023
C-1877,Individual,18-05-2023
C-1878,Individual,18-05-2023
C-1879,Individual,18-05-2023
C-1880,Individual,18-05-2023
C-1881,Individual,19-05-2023
C-1882,Individual,19-05-2023
C-1883,Individual,19-05-2023
C-1884,Individual,19-05-2023
C-1885,Individual,20-05-2023
C-1886,Individual,20-05-2023
C-1887,Individual,20-05-2023
C-1888,Individual,21-05-2023
C-1889,Individual,21-05-2023
C-1890,Individual,21-05-2023
C-1891,Individual,21-05-2023
C-1892,Individual,22-05-2023
C-1893,Business,22-05-2023
C-1894,Individual,22-05-2023
C-1895,Individual,22-05-2023
C-1896,Individual,23-05-2023
C-1897,Individual,23-05-2023
C-1898,Individual,23-05-2023
C-1899,Business,24-05-2023
C-1900,Individual,24-05-2023
C-1901,Individual,24-05-2023
C-1902,Individual,24-05-2023
C-1903,Business,25-05-2023
C-1904,Individual,25-05-2023
C-1905,Individual,25-05-2023
C-1906,Business,25-05-2023
C-1907,Individual,26-05-2023
C-1908,Individual,26-05-2023
C-1909,Individual,26-05-2023
C-1910,Individual,26-05-2023
C-1911,Business,27-05-2023
C-1912,Individual,27-05-2023
C-1913,Individual,27-05-2023
C-1914,Business,28-05-2023
C-1915,Individual,28-05-2023
C-1916,Individual,28-05-2023
C-1917,Individual,28-05-2023
C-1918,Individual,29-05-2023
C-1919,Individual,29-05-2023
C-1920,Business,29-05-2023
C-1921,Business,29-05-2023
C-1922,Individual,30-05-2023
C-1923,Individual,30-05-2023
C-1924,Business,30-05-2023
C-1925,Business,30-05-2023
C-1926,Individual,31-05-2023
C-1927,Individual,31-05-2023
C-1928,Individual,31-05-2023
C-1929,Individual,01-06-2023
C-1930,Individual,01-06-2023
C-1931,Individual,01-06-2023
C-1932,Business,01-06-2023
C-1933,Business,02-06-2023
C-1934,Individual,02-06-2023
C-1935,Individual,02-06-2023
C-1936,Individual,02-06-2023
C-1937,Individual,03-06-2023
C-1938,Individual,03-06-2023
C-1939,Individual,03-06-2023
C-1940,Individual,03-06-2023
C-1941,Individual,04-06-2023
C-1942,Business,04-06-2023
C-1943,Individual,04-06-2023
C-1944,Individual,05-06-2023
C-1945,Business,05-06-2023
C-1946,Individual,05-06-2023
C-1947,Individual,05-06-2023
C-1948,Business,06-06-2023
C-1949,Individual,06-06-2023
C-1950,Business,06-06-2023
C-1951,Individual,06-06-2023
C-1952,Business,07-06-2023
C-1953,Individual,07-06-2023
C-1954,Individual,07-06-2023
C-1955,Individual,07-06-2023
C-1956,Individual,08-06-2023
C-1957,Individual,08-06-2023
C-1958,Business,08-06-2023
C-1959,Individual,09-06-2023
C-1960,Business,09-06-2023
C-1961,Individual,09-06-2023
C-1962,Business,09-06-2023
C-1963,Individual,10-06-2023
C-1964,Individual,10-06-2023
C-1965,Business,10-06-2023
C-1966,Individual,10-06-2023
C-1967,Individual,11-06-2023
C-1968,Individual,11-06-2023
C-1969,Individual,11-06-2023
C-1970,Business,12-06-2023
C-1971,Individual,12-06-2023
C-1972,Business,12-06-2023
C-1973,Individual,12-06-2023
C-1974,Individual,13-06-2023
C-1975,Individual,13-06-2023
C-1976,Individual,13-06-2023
C-1977,Individual,13-06-2023
C-1978,Individual,14-06-2023
C-1979,Individual,14-06-2023
C-1980,Individual,14-06-2023
C-1981,Individual,14-06-2023
C-1982,Individual,15-06-2023
C-1983,Individual,15-06-2023
C-1984,Individual,15-06-2023
C-1985,Individual,16-06-2023
C-1986,Individual,16-06-2023
C-1987,Individual,16-06-2023
C-1988,Individual,16-06-2023
C-1989,Business,17-06-2023
C-1990,Business,17-06-2023
C-1991,Individual,17-06-2023
C-1992,Individual,17-06-2023
C-1993,Business,18-06-2023
C-1994,Individual,18-06-2023
C-1995,Individual,18-06-2023
C-1996,Individual,18-06-2023
C-1997,Individual,19-06-2023
C-1998,Individual,19-06-2023
C-1999,Individual,19-06-2023
C-2000,Individual,20-06-2023
C-2001,Business,20-06-2023
C-2002,Individual,20-06-2023
C-2003,Business,20-06-2023
C-2004,Individual,21-06-2023
C-2005,Individual,21-06-2023
C-2006,Business,21-06-2023
C-2007,Individual,21-06-2023
C-2008,Individual,22-06-2023
C-2009,Individual,22-06-2023
C-2010,Individual,22-06-2023
C-2011,Business,22-06-2023
C-2012,Business,23-06-2023
C-2013,Business,23-06-2023
C-2014,Business,23-06-2023
C-2015,Individual,24-06-2023
C-2016,Business,24-06-2023
C-2017,Individual,24-06-2023
C-2018,Individual,24-06-2023
C-2019,Individual,25-06-2023
C-2020,Individual,25-06-2023
C-2021,Individual,25-06-2023
C-2022,Individual,25-06-2023
C-2023,Individual,26-06-2023
C-2024,Individual,26-06-2023
C-2025,Individual,26-06-2023
C-2026,Individual,26-06-2023
C-2027,Individual,27-06-2023
C-2028,Individual,27-06-2023
C-2029,Individual,27-06-2023
C-2030,Business,28-06-2023
C-2031,Business,28-06-2023
C-2032,Individual,28-06-2023
C-2033,Individual,28-06-2023
C-2034,Individual,29-06-2023
C-2035,Individual,29-06-2023
C-2036,Business,29-06-2023
C-2037,Individual,29-06-2023
C-2038,Individual,30-06-2023
C-2039,Individual,30-06-2023
C-2040,Individual,30-06-2023
C-2041,Individual,01-07-2023
C-2042,Business,01-07-2023
C-2043,Individual,01-07-2023
C-2044,Individual,01-07-2023
C-2045,Individual,02-07-2023
C-2046,Individual,02-07-2023
C-2047,Business,02-07-2023
C-2048,Business,02-07-2023
C-2049,Business,03-07-2023
C-2050,Individual,03-07-2023
C-2051,Individual,03-07-2023
C-2052,Individual,03-07-2023
C-2053,Business,04-07-2023
C-2054,Business,04-07-2023
C-2055,Individual,04-07-2023
C-2056,Individual,05-07-2023
C-2057,Individual,05-07-2023
C-2058,Individual,05-07-2023
C-2059,Individual,05-07-2023
C-2060,Individual,06-07-2023
C-2061,Individual,06-07-2023
C-2062,Business,06-07-2023
C-2063,Individual,06-07-2023
C-2064,Business,07-07-2023
C-2065,Individual,07-07-2023
C-2066,Business,07-07-2023
C-2067,Individual,07-07-2023
C-2068,Individual,08-07-2023
C-2069,Individual,08-07-2023
C-2070,Business,08-07-2023
C-2071,Individual,09-07-2023
C-2072,Individual,09-07-2023
C-2073,Individual,09-07-2023
C-2074,Individual,09-07-2023
C-2075,Business,10-07-2023
C-2076,Individual,10-07-2023
C-2077,Individual,10-07-2023
C-2078,Individual,10-07-2023
C-2079,Individual,11-07-2023
C-2080,Business,11-07-2023
C-2081,Individual,11-07-2023
C-2082,Individual,11-07-2023
C-2083,Individual,12-07-2023
C-2084,Individual,12-07-2023
C-2085,Individual,12-07-2023
C-2086,Individual,13-07-2023
C-2087,Individual,13-07-2023
C-2088,Individual,13-07-2023
C-2089,Individual,13-07-2023
C-2090,Individual,14-07-2023
C-2091,Individual,14-07-2023
C-2092,Individual,14-07-2023
C-2093,Individual,14-07-2023
C-2094,Business,15-07-2023
C-2095,Individual,15-07-2023
C-2096,Individual,15-07-2023
C-2097,Individual,16-07-2023
C-2098,Individual,16-07-2023
C-2099,Individual,16-07-2023
C-2100,Individual,16-07-2023
C-2101,Individual,17-07-2023
C-2102,Individual,17-07-2023
C-2103,Individual,17-07-2023
C-2104,Individual,17-07-2023
C-2105,Individual,18-07-2023
C-2106,Individual,18-07-2023
C-2107,Individual,18-07-2023
C-2108,Individual,18-07-2023
C-2109,Individual,19-07-2023
C-2110,Individual,19-07-2023
C-2111,Business,19-07-2023
C-2112,Business,20-07-2023
C-2113,Individual,20-07-2023
C-2114,Individual,20-07-2023
C-2115,Individual,20-07-2023
C-2116,Business,21-07-2023
C-2117,Individual,21-07-2023
C-2118,Individual,21-07-2023
C-2119,Business,21-07-2023
C-2120,Individual,22-07-2023
C-2121,Business,22-07-2023
C-2122,Individual,22-07-2023
C-2123,Individual,22-07-2023
C-2124,Business,23-07-2023
C-2125,Business,23-07-2023
C-2126,Business,23-07-2023
C-2127,Business,24-07-2023
C-2128,Individual,24-07-2023
C-2129,Individual,24-07-2023
C-2130,Individual,24-07-2023
C-2131,Business,25-07-2023
C-2132,Individual,25-07-2023
C-2133,Individual,25-07-2023
C-2134,Individual,25-07-2023
C-2135,Individual,26-07-2023
C-2136,Individual,26-07-2023
C-2137,Individual,26-07-2023
C-2138,Individual,26-07-2023
C-2139,Individual,27-07-2023
C-2140,Individual,27-07-2023
C-2141,Individual,27-07-2023
C-2142,Individual,28-07-2023
C-2143,Individual,28-07-2023
C-2144,Individual,28-07-2023
C-2145,Individual,28-07-2023
C-2146,Individual,29-07-2023
C-2147,Individual,29-07-2023
C-2148,Individual,29-07-2023
C-2149,Individual,29-07-2023
C-2150,Individual,30-07-2023
C-2151,Individual,30-07-2023
C-2152,Individual,30-07-2023
C-2153,Business,30-07-2023
C-2154,Individual,31-07-2023
C-2155,Individual,31-07-2023
C-2156,Business,31-07-2023
C-2157,Individual,01-08-2023
C-2158,Business,01-08-2023
C-2159,Individual,01-08-2023
C-2160,Individual,01-08-2023
C-2161,Individual,02-08-2023
C-2162,Business,02-08-2023
C-2163,Individual,02-08-2023
C-2164,Individual,02-08-2023
C-2165,Individual,03-08-2023
C-2166,Individual,03-08-2023
C-2167,Individual,03-08-2023
C-2168,Business,04-08-2023
C-2169,Individual,04-08-2023
C-2170,Individual,04-08-2023
C-2171,Individual,04-08-2023
C-2172,Business,05-08-2023
C-2173,Individual,05-08-2023
C-2174,Individual,05-08-2023
C-2175,Business,05-08-2023
C-2176,Individual,06-08-2023
C-2177,Individual,06-08-2023
C-2178,Individual,06-08-2023
C-2179,Business,06-08-2023
C-2180,Individual,07-08-2023
C-2181,Individual,07-08-2023
C-2182,Individual,07-08-2023
C-2183,Individual,08-08-2023
C-2184,Individual,08-08-2023
C-2185,Business,08-08-2023
C-2186,Individual,08-08-2023
C-2187,Individual,09-08-2023
C-2188,Individual,09-08-2023
C-2189,Business,09-08-2023
C-2190,Individual,09-08-2023
C-2191,Individual,10-08-2023
C-2192,Individual,10-08-2023
C-2193,Individual,10-08-2023
C-2194,Individual,10-08-2023
C-2195,Individual,11-08-2023
C-2196,Individual,11-08-2023
C-2197,Individual,11-08-2023
C-2198,Individual,12-08-2023
C-2199,Individual,12-08-2023
C-2200,Individual,12-08-2023
C-2201,Individual,12-08-2023
C-2202,Individual,13-08-2023
C-2203,Individual,13-08-2023
C-2204,Business,13-08-2023
C-2205,Individual,13-08-2023
C-2206,Individual,14-08-2023
C-2207,Individual,14-08-2023
C-2208,Individual,14-08-2023
C-2209,Individual,14-08-2023
C-2210,Individual,15-08-2023
C-2211,Business,15-08-2023
C-2212,Business,15-08-2023
C-2213,Business,16-08-2023
C-2214,Business,16-08-2023
C-2215,Individual,16-08-2023
C-2216,Individual,16-08-2023
C-2217,Business,17-08-2023
C-2218,Business,17-08-2023
C-2219,Individual,17-08-2023
C-2220,Individual,17-08-2023
C-2221,Individual,18-08-2023
C-2222,Business,18-08-2023
C-2223,Individual,18-08-2023
C-2224,Business,18-08-2023
C-2225,Business,19-08-2023
C-2226,Business,19-08-2023
C-2227,Individual,19-08-2023
C-2228,Individual,20-08-2023
C-2229,Business,20-08-2023
C-2230,Individual,20-08-2023
C-2231,Individual,20-08-2023
C-2232,Individual,21-08-2023
C-2233,Business,21-08-2023
C-2234,Individual,21-08-2023
C-2235,Individual,21-08-2023
C-2236,Individual,22-08-2023
C-2237,Individual,22-08-2023
C-2238,Business,22-08-2023
C-2239,Individual,23-08-2023
C-2240,Business,23-08-2023
C-2241,Individual,23-08-2023
C-2242,Individual,23-08-2023
C-2243,Individual,24-08-2023
C-2244,Business,24-08-2023
C-2245,Individual,24-08-2023
C-2246,Business,24-08-2023
C-2247,Business,25-08-2023
C-2248,Individual,25-08-2023
C-2249,Individual,25-08-2023
C-2250,Individual,25-08-2023
C-2251,Individual,26-08-2023
C-2252,Individual,26-08-2023
C-2253,Individual,26-08-2023
C-2254,Business,27-08-2023
C-2255,Business,27-08-2023
C-2256,Business,27-08-2023
C-2257,Individual,27-08-2023
C-2258,Individual,28-08-2023
C-2259,Individual,28-08-2023
C-2260,Individual,28-08-2023
C-2261,Individual,28-08-2023
C-2262,Individual,29-08-2023
C-2263,Individual,29-08-2023
C-2264,Individual,29-08-2023
C-2265,Business,29-08-2023
C-2266,Individual,30-08-2023
C-2267,Individual,30-08-2023
C-2268,Individual,30-08-2023
C-2269,Individual,31-08-2023
C-2270,Individual,31-08-2023
C-2271,Individual,31-08-2023
C-2272,Individual,31-08-2023
C-2273,Individual,01-09-2023
C-2274,Individual,01-09-2023
C-2275,Individual,01-09-2023
C-2276,Business,01-09-2023
C-2277,Individual,02-09-2023
C-2278,Individual,02-09-2023
C-2279,Business,02-09-2023
C-2280,Business,02-09-2023
C-2281,Individual,03-09-2023
C-2282,Individual,03-09-2023
C-2283,Individual,03-09-2023
C-2284,Individual,04-09-2023
C-2285,Individual,04-09-2023
C-2286,Individual,04-09-2023
C-2287,Individual,04-09-2023
C-2288,Individual,05-09-2023
C-2289,Business,05-09-2023
C-2290,Individual,05-09-2023
C-2291,Individual,05-09-2023
C-2292,Business,06-09-2023
C-2293,Individual,06-09-2023
C-2294,Individual,06-09-2023
C-2295,Individual,06-09-2023
C-2296,Business,07-09-2023
C-2297,Individual,07-09-2023
C-2298,Business,07-09-2023
C-2299,Individual,08-09-2023
C-2300,Business,08-09-2023
C-2301,Individual,08-09-2023
C-2302,Individual,08-09-2023
C-2303,Business,09-09-2023
C-2304,Business,09-09-2023
C-2305,Individual,09-09-2023
C-2306,Individual,09-09-2023
C-2307,Individual,10-09-2023
C-2308,Business,10-09-2023
C-2309,Individual,10-09-2023
C-2310,Individual,11-09-2023
C-2311,Individual,11-09-2023
C-2312,Individual,11-09-2023
C-2313,Individual,11-09-2023
C-2314,Individual,12-09-2023
C-2315,Individual,12-09-2023
C-2316,Individual,12-09-2023
C-2317,Individual,12-09-2023
C-2318,Business,13-09-2023
C-2319,Individual,13-09-2023
C-2320,Individual,13-09-2023
C-2321,Business,13-09-2023
C-2322,Individual,14-09-2023
C-2323,Business,14-09-2023
C-2324,Business,14-09-2023
C-2325,Individual,15-09-2023
C-2326,Individual,15-09-2023
C-2327,Individual,15-09-2023
C-2328,Individual,15-09-2023
C-2329,Business,16-09-2023
C-2330,Individual,16-09-2023
C-2331,Individual,16-09-2023
C-2332,Individual,16-09-2023
C-2333,Business,17-09-2023
C-2334,Individual,17-09-2023
C-2335,Business,17-09-2023
C-2336,Individual,17-09-2023
C-2337,Individual,18-09-2023
C-2338,Individual,18-09-2023
C-2339,Individual,18-09-2023
C-2340,Individual,19-09-2023
C-2341,Individual,19-09-2023
C-2342,Individual,19-09-2023
C-2343,Business,19-09-2023
C-2344,Individual,20-09-2023
C-2345,Individual,20-09-2023
C-2346,Individual,20-09-2023
C-2347,Individual,20-09-2023
C-2348,Individual,21-09-2023
C-2349,Business,21-09-2023
C-2350,Individual,21-09-2023
C-2351,Individual,21-09-2023
C-2352,Individual,22-09-2023
C-2353,Individual,22-09-2023
C-2354,Individual,22-09-2023
C-2355,Individual,23-09-2023
C-2356,Individual,23-09-2023
C-2357,Individual,23-09-2023
C-2358,Business,23-09-2023
C-2359,Individual,24-09-2023
C-2360,Individual,24-09-2023
C-2361,Business,24-09-2023
C-2362,Individual,24-09-2023
C-2363,Individual,25-09-2023
C-2364,Individual,25-09-2023
C-2365,Individual,25-09-2023
C-2366,Business,26-09-2023
C-2367,Individual,26-09-2023
C-2368,Individual,26-09-2023
C-2369,Individual,26-09-2023
C-2370,Individual,27-09-2023
C-2371,Individual,27-09-2023
C-2372,Business,27-09-2023
C-2373,Individual,27-09-2023
C-2374,Individual,28-09-2023
C-2375,Individual,28-09-2023
C-2376,Business,28-09-2023
C-2377,Individual,28-09-2023
C-2378,Individual,29-09-2023
C-2379,Individual,29-09-2023
C-2380,Individual,29-09-2023
C-2381,Business,30-09-2023
C-2382,Business,30-09-2023
C-2383,Individual,30-09-2023
C-2384,Individual,30-09-2023
C-2385,Individual,01-10-2023
C-2386,Individual,01-10-2023
C-2387,Business,01-10-2023
C-2388,Individual,01-10-2023
C-2389,Individual,02-10-2023
C-2390,Individual,02-10-2023
C-2391,Individual,02-10-2023
C-2392,Individual,02-10-2023
C-2393,Individual,03-10-2023
C-2394,Business,03-10-2023
C-2395,Individual,03-10-2023
C-2396,Individual,04-10-2023
C-2397,Individual,04-10-2023
C-2398,Individual,04-10-2023
C-2399,Individual,04-10-2023
C-2400,Individual,05-10-2023
C-2401,Individual,05-10-2023
C-2402,Individual,05-10-2023
C-2403,Individual,05-10-2023
C-2404,Individual,06-10-2023
C-2405,Individual,06-10-2023
C-2406,Individual,06-10-2023
C-2407,Business,06-10-2023
C-2408,Individual,07-10-2023
C-2409,Business,07-10-2023
C-2410,Individual,07-10-2023
C-2411,Individual,08-10-2023
C-2412,Business,08-10-2023
C-2413,Individual,08-10-2023
C-2414,Individual,08-10-2023
C-2415,Individual,09-10-2023
C-2416,Business,09-10-2023
C-2417,Individual,09-10-2023
C-2418,Individual,09-10-2023
C-2419,Business,10-10-2023
C-2420,Business,10-10-2023
C-2421,Business,10-10-2023
C-2422,Individual,10-10-2023
C-2423,Individual,11-10-2023
C-2424,Individual,11-10-2023
C-2425,Individual,11-10-2023
C-2426,Individual,12-10-2023
C-2427,Individual,12-10-2023
C-2428,Business,12-10-2023
C-2429,Business,12-10-2023
C-2430,Individual,13-10-2023
C-2431,Business,13-10-2023
C-2432,Individual,13-10-2023
C-2433,Individual,13-10-2023
C-2434,Business,14-10-2023
C-2435,Individual,14-10-2023
C-2436,Individual,14-10-2023
C-2437,Individual,15-10-2023
C-2438,Individual,15-10-2023
C-2439,Individual,15-10-2023
C-2440,Business,15-10-2023
C-2441,Individual,16-10-2023
C-2442,Individual,16-10-2023
C-2443,Individual,16-10-2023
C-2444,Individual,16-10-2023
C-2445,Business,17-10-2023
C-2446,Individual,17-10-2023
C-2447,Business,17-10-2023
C-2448,Individual,17-10-2023
C-2449,Individual,18-10-2023
C-2450,Business,18-10-2023
C-2451,Individual,18-10-2023
C-2452,Individual,19-10-2023
C-2453,Business,19-10-2023
C-2454,Individual,19-10-2023
C-2455,Individual,19-10-2023
C-2456,Individual,20-10-2023
C-2457,Individual,20-10-2023
C-2458,Business,20-10-2023
C-2459,Individual,20-10-2023
C-2460,Individual,21-10-2023
C-2461,Individual,21-10-2023
C-2462,Individual,21-10-2023
C-2463,Individual,21-10-2023
C-2464,Individual,22-10-2023
C-2465,Individual,22-10-2023
C-2466,Individual,22-10-2023
C-2467,Individual,23-10-2023
C-2468,Individual,23-10-2023
C-2469,Individual,23-10-2023
C-2470,Business,23-10-2023
C-2471,Individual,24-10-2023
C-2472,Individual,24-10-2023
C-2473,Individual,24-10-2023
C-2474,Business,24-10-2023
C-2475,Individual,25-10-2023
C-2476,Business,25-10-2023
C-2477,Individual,25-10-2023
C-2478,Business,25-10-2023
C-2479,Individual,26-10-2023
C-2480,Individual,26-10-2023
C-2481,Individual,26-10-2023
C-2482,Individual,27-10-2023
C-2483,Individual,27-10-2023
C-2484,Individual,27-10-2023
C-2485,Business,27-10-2023
C-2486,Individual,28-10-2023
C-2487,Individual,28-10-2023
C-2488,Individual,28-10-2023
C-2489,Individual,28-10-2023
C-2490,Individual,29-10-2023
C-2491,Individual,29-10-2023
C-2492,Individual,29-10-2023
C-2493,Individual,29-10-2023
C-2494,Individual,30-10-2023
C-2495,Business,30-10-2023
C-2496,Individual,30-10-2023
C-2497,Individual,31-10-2023
C-2498,Individual,31-10-2023
C-2499,Business,31-10-2023
C-2500,Individual,31-10-2023
C-2501,Individual,01-11-2023
C-2502,Business,01-11-2023
C-2503,Individual,01-11-2023
C-2504,Individual,01-11-2023
C-2505,Individual,02-11-2023
C-2506,Individual,02-11-2023
C-2507,Individual,02-11-2023
C-2508,Individual,03-11-2023
C-2509,Business,03-11-2023
C-2510,Individual,03-11-2023
C-2511,Business,03-11-2023
C-2512,Individual,04-11-2023
C-2513,Business,04-11-2023
C-2514,Individual,04-11-2023
C-2515,Individual,04-11-2023
C-2516,Individual,05-11-2023
C-2517,Individual,05-11-2023
C-2518,Individual,05-11-2023
C-2519,Individual,05-11-2023
C-2520,Individual,06-11-2023
C-2521,Individual,06-11-2023
C-2522,Individual,06-11-2023
C-2523,Individual,07-11-2023
C-2524,Individual,07-11-2023
C-2525,Individual,07-11-2023
C-2526,Individual,07-11-2023
C-2527,Individual,08-11-2023
C-2528,Individual,08-11-2023
C-2529,Business,08-11-2023
C-2530,Business,08-11-2023
C-2531,Individual,09-11-2023
C-2532,Individual,09-11-2023
C-2533,Individual,09-11-2023
C-2534,Individual,09-11-2023
C-2535,Individual,10-11-2023
C-2536,Business,10-11-2023
C-2537,Business,10-11-2023
C-2538,Individual,11-11-2023
C-2539,Individual,11-11-2023
C-2540,Individual,11-11-2023
C-2541,Individual,11-11-2023
C-2542,Business,12-11-2023
C-2543,Individual,12-11-2023
C-2544,Business,12-11-2023
C-2545,Individual,12-11-2023
C-2546,Individual,13-11-2023
C-2547,Individual,13-11-2023
C-2548,Individual,13-11-2023
C-2549,Individual,13-11-2023
C-2550,Individual,14-11-2023
C-2551,Individual,14-11-2023
C-2552,Individual,14-11-2023
C-2553,Business,15-11-2023
C-2554,Individual,15-11-2023
C-2555,Individual,15-11-2023
C-2556,Individual,15-11-2023
C-2557,Business,16-11-2023
C-2558,Individual,16-11-2023
C-2559,Individual,16-11-2023
C-2560,Individual,16-11-2023
C-2561,Individual,17-11-2023
C-2562,Individual,17-11-2023
C-2563,Business,17-11-2023
C-2564,Individual,17-11-2023
C-2565,Individual,18-11-2023
C-2566,Individual,18-11-2023
C-2567,Individual,18-11-2023
C-2568,Individual,19-11-2023
C-2569,Business,19-11-2023
C-2570,Business,19-11-2023
C-2571,Individual,19-11-2023
C-2572,Business,20-11-2023
C-2573,Business,20-11-2023
C-2574,Business,20-11-2023
C-2575,Business,20-11-2023
C-2576,Individual,21-11-2023
C-2577,Individual,21-11-2023
C-2578,Individual,21-11-2023
C-2579,Individual,22-11-2023
C-2580,Individual,22-11-2023
C-2581,Individual,22-11-2023
C-2582,Individual,22-11-2023
C-2583,Individual,23-11-2023
C-2584,Individual,23-11-2023
C-2585,Individual,23-11-2023
C-2586,Individual,23-11-2023
C-2587,Individual,24-11-2023
C-2588,Individual,24-11-2023
C-2589,Individual,24-11-2023
C-2590,Business,24-11-2023
C-2591,Business,25-11-2023
C-2592,Individual,25-11-2023
C-2593,Individual,25-11-2023
C-2594,Individual,26-11-2023
C-2595,Individual,26-11-2023
C-2596,Individual,26-11-2023
C-2597,Individual,26-11-2023
C-2598,Individual,27-11-2023
C-2599,Business,27-11-2023
C-2600,Business,27-11-2023
C-2601,Individual,27-11-2023
C-2602,Individual,28-11-2023
C-2603,Individual,28-11-2023
C-2604,Individual,28-11-2023
C-2605,Business,28-11-2023
C-2606,Individual,29-11-2023
C-2607,Individual,29-11-2023
C-2608,Individual,29-11-2023
C-2609,Individual,30-11-2023
C-2610,Individual,30-11-2023
C-2611,Individual,30-11-2023
C-2612,Individual,30-11-2023
C-2613,Business,01-12-2023
C-2614,Individual,01-12-2023
C-2615,Business,01-12-2023
C-2616,Individual,01-12-2023
C-2617,Individual,02-12-2023
C-2618,Individual,02-12-2023
C-2619,Individual,02-12-2023
C-2620,Individual,02-12-2023
C-2621,Individual,03-12-2023
C-2622,Individual,03-12-2023
C-2623,Individual,03-12-2023
C-2624,Business,04-12-2023
C-2625,Individual,04-12-2023
C-2626,Individual,04-12-2023
C-2627,Individual,04-12-2023
C-2628,Individual,05-12-2023
C-2629,Individual,05-12-2023
C-2630,Individual,05-12-2023
C-2631,Business,05-12-2023
C-2632,Individual,06-12-2023
C-2633,Business,06-12-2023
C-2634,Business,06-12-2023
C-2635,Business,06-12-2023
C-2636,Individual,07-12-2023
C-2637,Individual,07-12-2023
C-2638,Individual,07-12-2023
C-2639,Individual,08-12-2023
C-2640,Individual,08-12-2023
C-2641,Individual,08-12-2023
C-2642,Individual,08-12-2023
C-2643,Individual,09-12-2023
C-2644,Individual,09-12-2023
C-2645,Business,09-12-2023
C-2646,Business,09-12-2023
C-2647,Individual,10-12-2023
C-2648,Individual,10-12-2023
C-2649,Individual,10-12-2023
C-2650,Individual,11-12-2023
C-2651,Individual,11-12-2023
C-2652,Individual,11-12-2023
